"len_option","len_context","tau","NegLL","ID"
0.16970237890238,0.990983141065786,20,3.43760196870838,"1"
0.17732562369522,1,20,7.73330756595696,"2"
0.237306953704005,1,16.338352600189,6.27077033026526,"3"
0.36458256897642,2.11472876124886e-16,19.9999999999998,2.08307924224143,"4"
0.875850193621438,7.68513682984532e-08,19.9997492161496,9.43253586627388,"5"
0.268382825367493,1.59436811928014e-16,20,2.10198814686941,"6"
0.345513801817776,2.29858957834414e-17,20,1.39079213907285,"7"
0.132872411313029,1,20,6.06229741793159,"8"
0.364217719643112,1.48725905766652e-16,20,2.08273601063321,"9"
0.23228036500046,0.999999999999999,17.577559611769,7.82515374612001,"10"
0.592850275462009,5.96833361516527e-12,19.9999999993862,5.63220357767761,"11"
0.328057032187238,3.0568690243613e-16,20,4.18350945641817,"12"
0.244139974564146,0.999999999999999,20,8.99524230864075,"13"
0.41485514551489,0.753242685943969,20,8.78795850619815,"14"
0.229361791426923,1,18.6709164550171,8.70183966514245,"15"
0.416905281693779,1.56334590457482e-15,20,2.7829650904851,"16"
0.21754935149761,1,20,8.18785368633097,"17"
0.386750942910556,8.49231466118522e-15,19.9999999999997,4.16138406277046,"18"
0.174237535196342,1,20,6.34438497972865,"19"
0.15574120509262,6.56754772622215e-18,20,3.96222402346257,"20"
0.296164941875567,5.22510177131796e-17,20,2.09068298199159,"21"
0.364833275701418,2.16144315899261e-16,20,2.08343022014008,"22"
0.140788847945508,1,20,9.29349527280732,"23"
0.421695662926438,0.337532731919763,20,5.63608475334036,"24"
0.221640886568119,1,17.4766916572671,9.14511869500382,"25"
0.712225038809002,1.3500666346488e-06,19.999732995644,3.99336084404486,"26"
0.0692738484068721,0.519667270259695,20,6.85709080165713,"27"
0.246942053464238,1,20,5.01000322928123,"28"
0.192840900726569,0.123935520031098,11.2507475504077,11.762877652909,"29"
0.387316926364107,1.62259683180649e-15,19.9999999999999,1.3886408774702,"30"
0.484487846977479,6.34151180424602e-15,12.0993601207433,9.33850721247479,"31"
0.217373952290849,0.888341579230013,20,7.30872641652691,"32"
0.219876725488828,0.916934166517684,20,11.2310234652804,"33"
0.296442604999157,1,15.1586039088793,10.9859226234752,"34"
0.78048799903984,0.993176316872774,11.6822006532065,9.1707450836377,"35"
0.359184353819743,8.27763673478993e-16,20,1.39002566373212,"36"
0.215430465463706,0.116216574192032,16.7079868674807,4.75937855855,"37"
0.192322077235528,1,20,3.99984348710286,"38"
0.3629496969238,3.86487186554986e-17,20,2.0824194434923,"39"
0.317141473710069,6.74758530901236e-18,20,2.78549738052824,"40"
0.326928526675744,1.0371354571669e-15,19.9999999999999,2.08593919414541,"41"
0.405594376920549,0.814715109579662,20,9.60555247913185,"42"
0.229815362170248,4.98208105651072e-17,20,3.53172726847653,"43"
0.547488975713276,0.0413521145755208,20,5.30026151747048,"44"
0.175017028987492,1,20,3.43859086557664,"45"
0.398605540643979,9.68638881283581e-17,19.9999999999998,3.47786177895466,"46"
0.293297257343025,1.03443303123537e-16,20,3.47825745455555,"47"
0.163584428124153,1,20,6.66358286683297,"48"
0.429639847520391,3.33186932265729e-15,19.9999999999999,2.77346767297742,"49"
0.409822882258854,2.15546960856411e-15,19.9999999999999,2.7745879110001,"50"
