"par1","par2","par3","par4","par5","",""
0.837879594115521,0.551278127637351,0.412530563699474,0.999999999996685,39.9999999999543,2.08035988126077,1
0.162081437704253,0.107690645127896,0.148624614121767,0.00864654233103469,39.5146485850757,3.33519638488301,2
0.999892529021726,2.96385384711974e-08,0.371706979576552,0.999999999861908,39.9999999999403,2.07944216840037,3
0.97599113622174,0.00863719416332953,0.0052960209359864,0.412688947049901,38.9232702686132,1.38629436111989,4
0.566348461891601,0.336663299608652,0.246928880072847,8.58194543633887e-10,14.3134444943,8.35534508053,5
0.437468803163928,0.34029968393118,0.243135829549095,0.998934561352141,39.9999999364818,1.39950652233614,6
0.272818080724768,0.247147722704273,0.367280620451926,0.271466472228147,39.9994932559093,1.47120787011004,7
0.911980672568268,0.296590612811504,1.199794567722e-12,8.68633226525658e-14,3.97995826796418,14.7590859940189,8
0.261847452292989,0.515121402910508,0.112424061928623,0.262031660654321,39.9999075736512,3.87637967900444,9
0.999999999633189,0.688792857642205,0.322457359348967,0.999999999886663,8.95674360799306,9.19530522831776,10
0.999999421205823,3.57949124552756e-13,0.321435119593779,0.999999988691479,39.9999999999923,1.38630334953669,11
0.0831107257822719,0.481383760088971,0.0653398525474181,0.512292989204909,39.9985112916284,6.94579598796456,12
0.999925761109726,2.84707835452535e-08,0.37170594969104,0.999999999879372,39.9999999999491,1.38629498784043,13
0.99439725336105,1.54731955428008e-05,0.271038037652378,0.999999999999849,39.9999999999923,2.07947373613432,14
0.983122475611488,0.00637587345183827,0.0043043421682077,0.0541265011603265,38.9785379582367,2.07944154167984,15
0.234474601797104,3.04630838121919e-07,0.160802142671507,0.123998170149004,13.9293241181832,12.9887417990436,16
0.109230510849203,0.707665283274177,0.0821163705753065,0.999999914562851,39.9997431457231,6.25196197602513,17
0.650201525994074,0.0847212237020632,0.461679903300809,0.0935504203157454,39.999129623182,5.41767945934308,18
0.999997228540071,5.75954192617587e-05,0.471216116478385,0.999999999950634,39.9999999723845,2.77258873527566,19
0.99999996382671,0.258420448054357,0.312482676116823,9.89853097102477e-08,39.999453310095,3.2625147964004,20
0.98671255231596,0.495281719794165,0.546202639046942,0.387291673210327,39.9994869993001,1.94840892640087,21
0.99997174773294,1.70470692937889e-09,0.379549322430403,0.999999955698907,39.9999999998056,2.07944200220922,22
0.0515369565618638,0.252076686854503,0.0326135582012176,0.999616712190593,38.8957567030534,4.46187670683895,23
0.0693777407350594,0.386922293689097,0.0220005149976468,6.8525119665191e-07,39.9949486459716,9.29001736858371,24
0.577539100512509,0.427230108329452,0.33341979594535,0.995975312041577,39.9999999855195,1.38660719489494,25
0.999994042950353,7.36655079029309e-13,0.314046683455394,0.999998742607573,39.999999999894,1.38630633120088,26
0.307791192714247,0.52678003550136,0.184758904397038,0.563989161978352,39.9999688518394,3.75788060426547,27
0.15319676795736,0.421858610874099,0.0441546526941031,0.595529461608856,39.9999998365686,4.2895343901924,28
0.997264641633937,8.66367390240485e-12,0.37954872511091,0.999999990869836,39.999999999373,2.07944200220922,29
0.999999993100853,0.393225392790893,0.393904741183033,0.999999994764329,39.9999999998797,2.77543459204651,30
0.999015606917308,0.00194862433684946,0.019897301510357,0.371360970926901,38.831196966784,2.77258872223978,31
0.99999999843602,0.451539631029383,0.721242738029694,0.999999965408248,39.9999999995899,1.38994013998945,32
0.982902324649195,0.00052591322272615,0.0134017514139924,0.669522513356411,39.9147006050706,1.38629436111989,33
0.270262618099558,0.60999952708739,0.292681037367928,0.822736170098382,39.9999694949587,6.91789930760781,34
0.272197295475727,0.281416676531355,0.25851205647859,0.108221783814356,39.999349305795,4.52793216904676,35
0.968016502088003,0.00995574241299051,0.0178564651838187,0.483282271079655,39.6052774517755,2.77258872223978,36
0.707130508595108,0.535075388954454,0.382625553827111,0.821852124870212,7.4287546635001,9.20551432400061,37
0.997068282217239,0.371252169996494,0.246104465416155,0.416137512347843,39.9999984284657,2.08116031764805,38
0.249177629108211,0.493365889636729,0.202399951579647,0.999998706915572,39.9999591945363,3.65419089781455,39
0.999989161799867,0.392232388771494,0.271001249544936,0.999899972416919,39.9999999999514,1.40428306168189,40
0.670840794354481,0.0651962635563108,0.855460806556243,0.999999999473241,8.23636031951651,12.3022264625457,41
0.999999999968751,0.419948235458503,0.344800348572319,0.999999994477181,8.18161783068624,6.77285702525139,42
0.330595447146439,0.112964427434686,0.288959160929715,0.0593299162777498,39.9993066183317,3.25263232677755,43
0.999999922884022,1.15241876398642e-08,0.387450720567965,0.999999955990667,39.9999999996981,1.38629503646768,44
0.999999713856896,4.98235947524769e-09,0.379548685657216,0.999999999997072,39.9999999994664,2.07944200222588,45
0.999023867264198,2.53784583855783e-11,0.314032582354557,0.995605913245484,39.9999999999934,1.3863003495117,46
0.267339252754326,0.27153252831812,0.189315646127619,0.205688113945929,39.999937964779,2.68595347252518,47
0.20374669256363,0.395141728547599,0.106620662716887,0.00400870137771462,39.9998620931249,4.24237490190092,48
0.220693264164105,5.405368446272e-09,0.410431173153477,0.999999995845589,39.9999999000572,1.3876355214903,49
0.0841101409364225,0.184697539533573,0.0645020166105381,0.00552143965000103,39.3479287810624,7.96807568232604,50
