"par1","par2","par3","",""
0.100458472621427,0.595303257582914,39.9999999999965,15.7533864479078,1
0.102459466265274,0.518444911602465,39.9999999999999,20.7794542213749,2
0.0372824278775522,0.248595001501816,39.9999999999997,24.8722933698597,3
0.989800824805553,0.00595250881004233,39.7444282725108,4.85203026391962,4
0.181147773047203,0.683359214460297,39.9999999999982,18.7603336201231,5
0.288497173953003,0.82509258766157,39.9999999999999,16.8918389021798,6
0.0743201303663676,0.368698987466528,39.9999999999995,11.7805901399888,7
0.0510560610611116,0.357447616423671,39.9999999999999,20.246053577778,8
0.0368432213576354,0.322604584699984,39.9999999999992,18.7825088515857,9
0.104539097039656,0.629130325988119,39.9999999999999,22.4862123795443,10
0.0986978564343872,0.376791558487092,40,12.8210716329036,11
0.0492987411940817,0.289889108300467,39.9999999999979,19.7019511080584,12
0.0559702868396421,0.489742666943163,39.9999999999998,22.1804979164071,13
0.451993051982985,0.343489739608888,4.48835432714868,29.3696832825466,14
0.662571454203371,0.16621975031203,6.38792317738026,16.9860693351731,15
0.955342167617522,0.0292977802732351,39.3196181559503,9.70406052783923,16
0.109574209541866,0.340251301815012,39.9999999999993,14.9126942899659,17
0.747551014826049,0.237991606551455,4.41669288162975,23.3239563627472,18
0.0550655950938647,0.172922297363554,39.9999999999999,13.4215072292671,19
0.994680636029668,0.00292809661177959,38.1851441284025,9.70406052783923,20
0.114273652143083,0.592486413006355,39.9999999999979,22.0112854207199,21
0.124105608161737,0.781351421738911,39.9999999999999,15.4223370094171,22
0.0560505822870612,0.252898627438447,39.9999999999999,20.2760728092256,23
1,0.857571942290862,40,21.4228517672165,24
0.41378128323677,0.408442808003451,6.79106255702292,24.8679628561378,25
0.144446115349317,0.514571588727462,39.9999999999997,17.7326474198269,26
0.041335619409042,0.506838527876541,34.7085485096054,29.3729198825978,27
0.0991872777475593,0.571649966175883,40,18.8991250080073,28
0.0561496033164211,0.322129577941799,39.999999999999,27.6546046930839,29
0.251123199446727,0.107124002366401,39.1017052608851,6.84443798087193,30
0.074692476062599,0.380117141722694,39.9999999999997,20.2934074797542,31
0.0903535908324511,0.464871737471287,39.9999999999997,23.2757737122233,32
0.640985324413892,0.687631809922644,7.44653848275804,28.9895566660482,33
0.0624077227164378,0.439469723256873,39.9999999999992,18.2184543889719,34
0.0519738883917358,0.220734813857396,39.9999999999996,25.7102760496871,35
0.0941022151950492,0.625229765789949,39.9999999999995,12.6820494669785,36
0.083922841220733,0.560022368195976,39.9999999999998,19.8776968192606,37
0.139856464749316,0.843514070894695,39.9999999999998,23.7418418876317,38
0.132903527749191,0.799373411608067,39.9999999999998,17.9867262664901,39
0.0972055842949772,0.336277885834145,39.9999999999751,12.2295381824445,40
0.116602614092191,0.514859264043619,40,17.6712594944146,41
1,0.410590583732889,5.43848772280546,22.4319555411019,42
0.047785385745522,0.17027313719849,39.9999999999996,16.7322525412552,43
0.11555540477132,0.780998596450124,40,20.6852382152668,44
0.0735696289719866,0.225821798638699,39.9999999999997,15.2747077810956,45
0.0787665820676059,0.336612490342428,39.9999999999999,17.7584616596081,46
0.0502172849212097,0.134089057609311,39.9999999999855,8.85660661828589,47
0.0445490671282079,0.221687418100269,39.9999999999981,16.9677811124067,48
0.999999999999975,0.28997774260149,7.75682790467837,10.2837460385722,49
0.655960289217968,0.31946108638096,9.21622783948724,10.7819697114591,50
