"par1","par2","par3","",""
0.999999999999999,0.956846124251242,39.9999999999996,22.98483797877,1
1,1,2.63905728944273,46.3723574143157,2
1,0.724045903937982,5.26037833990474,43.0224403059405,3
1,0.573344044337696,6.01436680270354,30.7383772118521,4
1,0.461156418557883,3.47810666370922,50.391405720815,5
1,0.629548806332406,3.25092860336387,52.5427176655301,6
1,0.93217725614052,2.38551832785,46.9076623974664,7
0.999998527870007,0.999999999965953,37.0320334718221,24.953298500158,8
1,1,1.974081028765,53.3256783190831,9
1,0.999999999999996,1.81528997652649,52.1329445589544,10
1,0.999999999999996,1.16315079848514,60.4826718986068,11
1,0.999999999999998,2.16905370219476,52.405933894364,12
1,1,2.59026714136959,47.6173905139385,13
1,0.949567843700426,2.10477678376932,52.716909880311,14
0.973223123895605,1,39.6235299381912,22.8738569584782,15
1,0.33436852551426,3.19149419790227,51.7241072587974,16
1,0.0459071258461414,39.9999999999997,47.6394617195851,17
1,0.56071875546487,3.44465080237151,50.1562788978253,18
0.921640568418728,1,39.2018694556984,32.5779174863174,19
0.965628865038966,1,37.6821441643866,33.9642118474373,20
0.965526915918361,1,37.2366443176655,27.7258872223978,21
1,1,1.56397551817487,54.4565231400226,22
1,0.77974786689962,1.11084350360903,63.6537501012969,23
1,0.599384296156937,2.16730705967732,54.2140719732472,24
1,0.383010372255364,2.09477140713362,61.2938932863902,25
0.999999999999999,0.886652225059403,12.5292480133186,32.5645180662127,26
0.999999999999998,0.940625095001987,39.9999999999999,21.1069661093155,27
0.999999999999999,0.942956539928016,9.06600396509238,28.3041868234718,28
1,0.688929058501111,2.1919155395369,55.0040107656751,29
0.999999999999999,1,4.02535163568645,32.0669676272388,30
1,1,3.9318256294531,35.4400420419311,31
1,0.999999999999997,2.77258872766773,50.5815397809549,32
1,0.334919645436189,7.34127678342783,42.951335376986,33
1,0.270868540356746,5.61810742630547,52.8174328095199,34
1,0.131191224429708,15.7837810196257,38.7444557661962,35
1,0.999999999999997,2.24070971723017,46.9590224683285,36
1,0.942949234851178,1.88999053338829,54.0681153277212,37
1,0.492506433889917,7.43491975457893,29.7225496819883,38
0.934752947411339,1,39.9182993071446,24.953298500158,39
0.999999999999999,1,2.42036814315563,46.4321226095941,40
1,0.898266263640529,9.78517461669096,26.8384994249037,41
0.95335058876162,1,39.2267224711293,23.5670041390381,42
0.0678045928185137,0.999999999999992,39.9999999954889,31.4366846555392,43
0.999999999999999,1,1.38629435105476,57.8686152677756,44
0.514766344190727,0.949512263152734,39.9999999999991,23.7148553441411,45
1,0.775243001953572,2.79980781648285,47.7969165454658,46
0.999999999999999,0.373218877443604,5.58163912057639,42.8470047165855,47
0.955459383576957,1,39.5838653094929,32.5779174863174,48
1,0.502807159593079,10.571004583843,21.9930642912088,49
1,0.984336572729343,1.54516124228873,60.2713232531621,50
