"par1","par2","par3","par4","par5","",""
0.158264735620394,0.66207600615036,0.0586496124556639,0.503229934760415,19.9999999750313,6.71656405207468,1
0.391307608119429,0.60307467178609,0.200451407377504,0.47321946387997,19.9999980674868,2.78485317209836,2
0.889277368866697,0.160660264719636,0.727342519876854,0.31266042155326,19.9999999999935,7.01719762732569,3
0.999999999120454,0.483315402392931,3.14707928394724e-09,0.314365018065943,19.9999995035521,5.62059912235316,4
0.999999999798638,0.306191732593643,9.39015706859559e-11,0.999999711283722,19.9999999999949,1.39000871929319,5
0.999999999901687,0.391920048815698,1.5994847535624e-11,0.999999999839345,19.9999999998725,2.08088586359996,6
0.602565845265763,4.2601127288006e-10,2.72272248973988e-11,0.999999998232126,19.9999999923675,1.38629445593296,7
0.99999999550774,0.309142172890805,4.27126307489234e-11,0.999999512090844,19.9999999999466,1.38980099660024,8
0.0869886367931384,0.113682939048246,0.30808581063723,0.091049038154291,19.9999968695253,6.88856345930111,9
0.20936991618095,0.256288237441456,0.0852913413239752,0.251931121263306,19.9999414881468,2.96139387158429,10
0.999995831603583,0.500478220658898,1.21642042184747e-09,0.277160836390593,19.9999932564039,2.82897226879448,11
0.999999992359259,0.454297138402754,0.182696328976624,0.212198211014297,19.9999997244268,3.75691564198265,12
0.580134652897108,0.372578986214411,1.14344227323931e-10,0.269924439303963,19.9999999984779,2.10155681108083,13
0.999999999967783,0.577006646031256,5.60210585776561e-11,0.392839188672502,6.5050285845503,10.6751839661345,14
0.999999793707385,0.392551610672764,3.37657215029167e-12,0.999999999377537,19.9999999999466,1.38771765194965,15
0.999999836961551,0.384496799487188,1.00819534623621e-08,0.300077489774349,19.9999964852507,1.77486410722448,16
0.999999985810862,0.901456076006444,0.071826203962132,0.737983709773112,19.9999998986771,8.44843292176479,17
0.68495907872585,0.228657611718312,0.027214600930564,0.205826374363596,6.27853120765705,11.269431763347,18
0.999993673411567,0.474202503318917,1.05970624956374e-08,0.322821963123857,19.9999999620405,1.62969961873259,19
0.359223824322825,0.618995790373028,0.22778870501894,0.565992686329621,19.99999999571,5.27885062995401,20
0.329321630862295,0.370573637554534,0.469836695922369,0.780457487308977,19.9999942758734,4.31826461721902,21
0.999999799762686,0.299921675205589,0.126724600319762,0.215097809260641,19.9999998339948,1.79179345015974,22
0.374599846103648,0.438633620961795,0.23881884467151,0.999999750486304,19.9999998835553,3.12895255429992,23
0.0766762777430973,0.38189947909917,0.285476319883889,0.236633472076422,19.9999929525435,4.92878160374547,24
0.283525344182007,0.341025520988951,1.10503581468043e-07,0.221262841943444,19.9999873770908,4.28436121293497,25
0.277245253813229,0.336061993924645,0.0703325633027758,0.999999999997779,6.13745181974149,7.52285972591161,26
0.583310069327048,0.413563338056754,0.107174691526708,0.330169651873338,19.999999981945,1.78347827467213,27
0.42547174625994,0.823714147545673,0.146630382256044,0.74256631862577,19.9999999883772,6.22944315755319,28
0.167093491521498,3.93011246153238e-10,4.66431458463878e-10,0.999999999993272,19.9999999795288,1.38629445593296,29
0.999999183383227,0.476306468162057,2.4217397274951e-08,0.208107276045432,19.9999984081255,1.80732168899412,30
0.0131275606666368,2.60630687323835e-10,1.29184979549855e-09,0.999999997415359,19.9999999955036,1.38629445593296,31
0.999953772624735,0.230086207567833,0.106771455485578,0.999999999519058,19.9999999984387,1.92306246240792,32
0.354909965782337,0.544177596844311,0.0485443603735112,0.440412489051269,19.9999999837349,1.70015945117549,33
0.999999999993006,0.321198264810126,0.431284568882771,0.999999999725302,19.9999999999676,1.49226362077895,34
0.999999703814518,0.421242770415537,0.306837395664065,0.121483209123951,10.0209962449127,10.052383725454,35
0.999999721099536,0.244879194555727,8.44974923394349e-13,0.999999265862105,19.9999999999793,1.41021523796555,36
0.999999951956069,0.47291420014082,4.94433735584417e-10,0.299235746023711,19.9999999896085,1.47774669218926,37
0.864426447507883,0.219897960396708,0.515935438130475,0.281871553968684,19.9999982986581,4.97342179911113,38
0.999999365359493,0.208406858692338,0.156917372847742,0.105723857056,19.999999737723,2.8925786743112,39
0.999932097965179,0.538366787837557,5.1206104072319e-09,0.501637720346577,19.9999883683908,3.48704686888521,40
0.99999999178986,0.956627924102158,0.0159712830028249,0.519447203714449,19.9999928026337,11.040725922911,41
0.999999999925489,0.239400771705967,0.446842422153346,0.999999999906123,7.52052436898997,7.0589748512041,42
0.327314749502112,0.403740532221525,0.139840665087845,0.307556029783168,19.9999998125228,1.84966071474161,43
0.999999999936274,0.466480681240194,0.745368397446712,0.99999999990464,19.9999999999277,1.52275258251969,44
0.999999997197525,0.472220323518133,0.253952973360614,0.362739927384229,19.999999707837,1.77803919113403,45
0.999994530459047,0.125480136585181,0.178674233104626,0.0681921825204121,19.7334445363985,4.60527195633638,46
0.999999997135393,0.510767635082984,1.24437548705825e-11,0.321658631461363,19.9999999936048,2.16187015797582,47
0.999999219747763,0.690702774504641,7.9566418702715e-10,0.825659724452143,19.999999980842,3.58065474201358,48
0.135484438084682,3.31095643141645e-10,6.8143106474874e-11,0.999999990955619,19.9999999984521,2.07944163443175,49
0.999996126536405,0.363732519153485,0.0032157360175878,0.286112590301786,19.9999998179864,1.7917583843271,50
