"par1","par2","par3","",""
0.150521141722253,0.130668114065889,8.02522890576718,6.63844334396666,1
0.191433921446813,0.282934299281393,7.42105333388333,11.4205263082163,2
0.0728320137092033,0.091565965918606,39.9999999999999,1.81088834584728,3
0.016560410018929,0.0182722255923813,31.1273997928414,11.2845885695463,4
0.64002475187726,0.487022858395146,3.77634228026526,6.95523083696509,5
0.0161158105622738,0.0210065018651961,39.9999999999972,6.53082731141638,6
1,0.437664928845437,4.87980846415754,5.24266783096758,7
0.999996991167031,0.225689155919252,39.999999997535,1.38629438068244,8
0.0368288420041579,0.0560500097189312,39.9999785639998,5.17325383401499,9
0.99999120621335,0.201080056829927,39.9999999996387,1.38629463547541,10
0.177706085242588,0.199027525056792,39.9999999999999,1.83749031128674,11
0.99999999972237,0.225689134319642,39.9999999976781,1.38629438068254,12
0.171775257565756,0.181983163723938,40,1.43630749194461,13
0.825662684043446,0.418924671107219,4.68428983034053,7.93756552491634,14
0.135007639223209,0.2104493289051,39.9999999999999,1.44400762908813,15
0.0731960476142298,0.103886117791825,40,3.5626918067632,16
0.513474417404418,0.486008592048491,39.9999999871614,3.63564634071505,17
0.999999996050799,0.381966010834167,39.9999999856705,2.77258872852297,18
1,0.444912736714875,3.37179337835201,5.88922997765873,19
0.999990051995101,0.495666461540971,39.9999999999067,3.2958718003619,20
0.742578690479986,0.37377580272774,2.65539828215508,10.0482705471348,21
0.0973335764094231,0.137358714611632,12.5421060495859,4.88837483388252,22
0.0353583350930876,0.0545285360508135,18.1253560777375,9.79097159086177,23
0.413191987469557,0.168818823609522,3.6167525038316,6.39246128217029,24
0.0896325487259514,0.117845033213342,16.2108786335236,5.01320171033386,25
0.182032339998888,0.182031961936727,39.999999999486,2.77259116753522,26
0.99999999391237,0.264687586830049,39.9999999762046,1.38629436201398,27
0.315323871008082,0.292698999643554,5.97003856474274,8.70816291320323,28
0.999999654713008,0.315755700198975,39.999994563058,1.38629436113816,29
0.014625145524414,0.041778614167488,39.9997285386945,9.53371948799593,30
0.136971347520109,0.136770839399125,39.9999999999999,2.77439630895772,31
0.223575108189422,0.260252240301696,7.51255853964153,8.33557852958241,32
0.196155213242033,0.252186161635887,5.54964351943984,9.74550687475402,33
0.0594948581538012,0.0745865088027097,39.9999999999998,2.47650387252972,34
0.997419757288667,0.93654432101648,1.79408067766967,16.1206477091135,35
0.336574036969602,0.246444270047681,4.24381690809961,8.30050674002776,36
0.358707943526194,0.419527607926662,40,1.89158168648444,37
0.0624577633033722,0.130690972473993,17.3463685931504,3.64904932641078,38
0.999991932737404,0.270220952276643,39.9999999851602,1.38629436208894,39
0.99999801591843,0.409972940616195,39.9999999999978,1.38629643582065,40
0.93044453429419,0.57242153818571,39.9999999999682,1.38629744833981,41
0.325174272500372,0.310853487805848,40,1.44152628276501,42
0.648417349206284,0.092933431120364,33.1549592342246,1.38629436111989,43
0.653031353849516,0.295669799488435,39.999999999946,1.38629691070601,44
0.245359809439815,0.204298170582311,12.5663555588656,4.12545717745277,45
1,0.273210210319024,2.98633351081292,6.06962857194473,46
0.967124555651365,0.0226408623421002,39.8269582535945,1.38629436111989,47
0.721504038349901,0.380227335330639,39.9999999999307,1.38629796836847,48
0.413048521911345,0.314127754989155,20.4522110869078,4.34364325069705,49
0.577115093634773,0.00152752105957377,39.2642305698246,1.38629436111989,50
